index,tag1,tag2,tag3,tag4,tag5,article
1,总则,,,,,为了实现人口与经济、社会、资源、环境的协调发展，推行计划生育，维护公民的合法权益，促进家庭幸福、民族繁荣与社会进步，根据宪法，制定本法。
2,,,,,,我国是人口众多的国家，实行计划生育是国家的基本国策。国家采取综合措施，控制人口数量，提高人口素质。国家依靠宣传教育、科学技术进步、综合服务、建立健全奖励和社会保障制度，开展人口与计划生育工作。
3,,,,,,开展人口与计划生育工作，应当与增加妇女受教育和就业机会、增进妇女健康、提高妇女地位相结合。
4,,,,,,各级人民政府及其工作人员在推行计划生育工作中应当严格依法行政，文明执法，不得侵犯公民的合法权益。计划生育行政部门及其工作人员依法执行公务受法律保护。
5,,,,,,国务院领导全国的人口与计划生育工作。地方各级人民政府领导本行政区域内的人口与计划生育工作。
6,,,,,,国务院计划生育行政部门负责全国计划生育工作和与计划生育有关的人口工作。县级以上地方各级人民政府计划生育行政部门负责本行政区域内的计划生育工作和与计划生育有关的人口工作。县级以上各级人民政府其他有关部门在各自的职责范围内，负责有关的人口与计划生育工作。
7,,,,,,工会、共产主义青年团、妇女联合会及计划生育协会等社会团体、企业事业组织和公民应当协助人民政府开展人口与计划生育工作。
8,,,,,,国家对在人口与计划生育工作中作出显著成绩的组织和个人，给予奖励。
9,人口发展规划的制定与实施,,,,,国务院编制人口发展规划，并将其纳入国民经济和社会发展计划。县级以上地方各级人民政府根据全国人口发展规划以及上一级人民政府人口发展规划，结合当地实际情况编制本行政区域的人口发展规划，并将其纳入国民经济和社会发展计划。
10,,,,,,县级以上各级人民政府根据人口发展规划，制定人口与计划生育实施方案并组织实施。县级以上各级人民政府计划生育行政部门负责实施人口与计划生育实施方案的日常工作。乡、民族乡、镇的人民政府和城市街道办事处负责本管辖区域内的人口与计划生育工作，贯彻落实人口与计划生育实施方案。
11,,,,,,人口与计划生育实施方案应当规定控制人口数量，加强母婴保健，提高人口素质的措施。
12,,,,,,村民委员会、居民委员会应当依法做好计划生育工作。机关、部队、社会团体、企业事业组织应当做好本单位的计划生育工作。
13,,,,,,计划生育、教育、科技、文化、卫生、民政、新闻出版、广播电视等部门应当组织开展人口与计划生育宣传教育。大众传媒负有开展人口与计划生育的社会公益性宣传的义务。学校应当在学生中，以符合受教育者特征的适当方式，有计划地开展生理卫生教育、青春期教育或者性健康教育。
14,,,,,,流动人口的计划生育工作由其户籍所在地和现居住地的人民政府共同负责管理，以现居住地为主。
15,,,,,,国家根据国民经济和社会发展状况逐步提高人口与计划生育经费投入的总体水平。各级人民政府应当保障人口与计划生育工作必要的经费。各级人民政府应当对贫困地区、少数民族地区开展人口与计划生育工作给予重点扶持。国家鼓励社会团体、企业事业组织和个人为人口与计划生育工作提供捐助。任何单位和个人不得截留、克扣、挪用人口与计划生育工作费用。
16,,,,,,国家鼓励开展人口与计划生育领域的科学研究和对外交流与合作。
17,生育调节,,,,,公民有生育的权利，也有依法实行计划生育的义务，夫妻双方在实行计划生育中负有共同的责任。
18,,,,,,国家提倡一对夫妻生育两个子女。符合法律、法规规定条件的，可以要求安排再生育子女。具体办法由省、自治区、直辖市人民代表大会或者其常务委员会规定。少数民族也要实行计划生育，具体办法由省、自治区、直辖市人民代表大会或者其常务委员会规定。夫妻双方户籍所在地的省、自治区、直辖市之间关于再生育子女的规定不一致的，按照有利于当事人的原则适用。
19,,,,,,实行计划生育，以避孕为主。国家创造条件，保障公民知情选择安全、有效、适宜的避孕节育措施。实施避孕节育手术，应当保证受术者的安全。
20,,,,,,育龄夫妻自主选择计划生育避孕节育措施，预防和减少非意愿妊娠。
21,,,,,,实行计划生育的育龄夫妻免费享受国家规定的基本项目的计划生育技术服务。前款规定所需经费，按照国家有关规定列入财政预算或者由社会保险予以保障。
22,,,,,,禁止歧视、虐待生育女婴的妇女和不育的妇女。禁止歧视、虐待、遗弃女婴。
23,奖励与社会保障,,,,,国家对实行计划生育的夫妻，按照规定给予奖励。
24,,,,,,国家建立、健全基本养老保险、基本医疗保险、生育保险和社会福利等社会保障制度，促进计划生育。国家鼓励保险公司举办有利于计划生育的保险项目。有条件的地方可以根据政府引导、农民自愿的原则，在农村实行多种形式的养老保障办法。
25,,,,,,符合法律、法规规定生育子女的夫妻，可以获得延长生育假的奖励或者其他福利待遇。
26,,,,,,妇女怀孕、生育和哺乳期间，按照国家有关规定享受特殊劳动保护并可以获得帮助和补偿。公民实行计划生育手术，享受国家规定的休假；地方人民政府可以给予奖励。
27,,,,,,在国家提倡一对夫妻生育一个子女期间，自愿终身只生育一个子女的夫妻，国家发给《独生子女父母光荣证》。获得《独生子女父母光荣证》的夫妻，按照国家和省、自治区、直辖市有关规定享受独生子女父母奖励。法律、法规或者规章规定给予获得《独生子女父母光荣证》的夫妻奖励的措施中由其所在单位落实的，有关单位应当执行。获得《独生子女父母光荣证》的夫妻，独生子女发生意外伤残、死亡的，按照规定获得扶助。在国家提倡一对夫妻生育一个子女期间，按照规定应当享受计划生育家庭老年人奖励扶助的，继续享受相关奖励扶助。
28,,,,,,地方各级人民政府对农村实行计划生育的家庭发展经济，给予资金、技术、培训等方面的支持、优惠；对实行计划生育的贫困家庭，在扶贫贷款、以工代赈、扶贫项目和社会救济等方面给予优先照顾。
29,,,,,,本章规定的奖励措施，省、自治区、直辖市和较大的市的人民代表大会及其常务委员会或者人民政府可以依据本法和有关法律、行政法规的规定，结合当地实际情况，制定具体实施办法。
