index,tag1,tag2,tag3,tag4,tag5,article
1,总则,,,,,为了妥善处理企业劳动争议，保障企业和职工的合法权益，维护正常的生产经营秩序，发展良好的劳动关系，促进改革开放的顺利发展，制定本条例。
2,,,,,,本条例适用于中华人民共和国境内的企业与职工之间的下列劳动争议：（一）因企业开除、除名、辞退职工和职工辞职、自动离职发生的争议；（二）因执行国家有关工资、保险、福利、培训、劳动保护的规定发生的争议；（三）因履行劳动合同发生的争议；（四）法律、法规规定应当依照本条例处理的其他劳动争议。
3,,,,,,企业与职工为劳动争议案件的当事人。
4,,,,,,处理劳动争议，应当遵循下列原则：（一）着重调解，及时处理；（二）在查清事实的基础上，依法处理；（三）当事人在适用法律上一律平等。
5,,,,,,发生劳动争议的职工一方在三人以上，并有共同理由的，应当推举代表参加调解或者仲裁活动。
6,,,,,,劳动争议发生后，当事人应当协商解决；不愿协商或者协商不成的，可以向本企业劳动争议调解委员会申请调解；调解不成的，可以向劳动争议仲裁委员会申请仲裁。当事人也可以直接向劳动争议仲裁委员会申请仲裁。对仲裁裁决不服的，可以向人民法院起诉。劳动争议处理过程中，当事人不得有激化矛盾的行为。
7,企业调解,,,,,企业可以设立劳动争议调解委员会（以下简称调解委员会）。调解委员会负责调解本企业发生的劳动争议。调解委员会由下列人员组成：（一）职工代表；（二）企业代表；（三）企业工会代表。职工代表由职工代表大会（或者职工大会，下同）推举产生；企业代表由厂长（经理）指定；企业工会代表由企业工会委员会指定。调解委员会组成人员的具体人数由职工代表大会提出并与厂长（经理）协商确定，企业代表的人数不得超过调解委员会成员总数的三分之一。
8,,,,,,调解委员会主任由企业工会代表担任。调解委员会的办事机构设在企业工会委员会。
9,,,,,,没有成立工会组织的企业，调解委员会的设立及其组成由职工代表与企业代表协商决定。
10,,,,,,调解委员会调解劳动争议，应当自当事人申请调解之日起三十日内结束；到期未结束的，视为调解不成。
11,,,,,,调解委员会调解劳动争议应当遵循当事人双方自愿原则，经调解达成协议的，制作调解协议书，双方当事人应当自觉履行；调解不成的，当事人在规定的期限内，可以向劳动争议仲裁委员会申请仲裁。
12,仲裁,,,,,县、市、市辖区应当设立劳动争议仲裁委员会（以下简称仲裁委员会）。
13,,,,,,仲裁委员会由下列人员组成：（一）劳动行政主管部门的代表；（二）工会的代表；（三）政府指定的经济综合管理部门的代表。仲裁委员会组成人员必须是单数，主任由劳动行政主管部门的负责人担任。劳动行政主管部门的劳动争议处理机构为仲裁委员会的办事机构，负责办理仲裁委员会的日常事务。仲裁委员会实行少数服从多数的原则。
14,,,,,,仲裁委员会处理劳动争议，实行仲裁员、仲裁庭制度。
15,,,,,,仲裁委员会可以聘任劳动行政主管部门或者政府其他有关部门的人员、工会工作者、专家学者和律师为专职的或者兼职的仲裁员。兼职仲裁员与专职仲裁员在执行仲裁公务时享有同等权利。兼职仲裁员进行仲裁活动时，所在单位应当给予支持。
16,,,,,,仲裁委员会处理劳动争议，应当组成仲裁庭。仲裁庭由三名仲裁员组成。简单劳动争议案件，仲裁委员会可以指定一名仲裁员处理。仲裁庭对重大的或者疑难的劳动争议案件的处理，可以提交仲裁委员会讨论决定；仲裁委员会的决定，仲裁庭必须执行。
17,,,,,,县、市、市辖区仲裁委员会负责本行政区域内发生的劳动争议。设区的市的仲裁委员会和市辖区的仲裁委员会受理劳动争议案件的范围，由省、自治区人民政府规定。
18,,,,,,发生劳动争议的企业与职工不在同一个仲裁委员会管辖地区的，由职工当事人工资关系所在地的仲裁委员会处理。
19,,,,,,当事人可以委托一至二名律师或者其他人代理参加仲裁活动。委托他人参加仲裁活动，必须向仲裁委员会提交有委托人签名或者盖章的委托书，委托书应当明确委托事项和权限。
20,,,,,,无民事行为能力的和限制民事行为能力的职工或者死亡的职工，可以由其法定代理人代为参加仲裁活动；没有法定代理人的，由仲裁委员会为其指定代理人代为参加仲裁活动。
21,,,,,,当事人双方可以自行和解。
22,,,,,,与劳动争议案件的处理结果有利害关系的第三人，可以申请参加仲裁活动或者由仲裁委员会通知其参加仲裁活动。
23,,,,,,当事人应当从知道或者应当知道其权利被侵害之日起六个月内，以书面形式向仲裁委员会申请仲裁。当事人因不可抗力或者有其他正当理由超过前款规定的申请仲裁时效的，仲裁委员会应当受理。
24,,,,,,当事人向仲裁委员会申请仲裁，应当提交申诉书，并按照被诉人数提交副本。申诉书应当载明下列事项：（一）职工当事人的姓名、职业、住址和工作单位；企业的名称、地址和法定代表人的姓名、职务；（二）仲裁请求和所根据的事实和理由；（三）证据、证人的姓名和住址。
25,,,,,,仲裁委员会应当自收到申诉书之日起七日内做出受理或者不予受理的决定。仲裁委员会决定受理的，应当自作出决定之日起七日内将申诉书的副本送达被诉人，并组成仲裁庭；决定不予受理的，应当说明理由。被诉人应当自收到申诉书副本之日起十五日内提交答辩书和有关证据。被诉人没有按时提交或者不提交答辩书的，不影响案件的审理。仲裁委员会有权要求当事人提供或者补充证据。
26,,,,,,仲裁庭应当于开庭的四日前，将开庭时间、地点的书面通知送达当事人。当事人接到书面通知，无正当理由拒不到庭或者未经仲裁庭同意中途退庭的，对申诉人按照撤诉处理，对被诉人可以缺席裁决。
27,,,,,,仲裁庭处理劳动争议应当先行调解，在查明事实的基础上促使当事人双方自愿达成协议。协议内容不得违反法律、法规。
28,,,,,,调解达成协议的，仲裁庭应当根据协议内容制作调解书，调解书自送达之日起具有法律效力。调解未达成协议或者调解书送达前当事人反悔的，仲裁庭应当及时裁决。
29,,,,,,仲裁庭裁决劳动争议案件，实行少数服从多数的原则。不同意见必须如实笔录。仲裁庭作出裁决后，应当制作裁决书，送这双方当事人。
30,,,,,,当事人对仲裁裁决不服的，自收到裁决书之日起十五日内，可以向人民法院起诉；期满不起诉的，裁决书即发生法律效力。
31,,,,,,当事人对发生法律效力的调解书和裁决书，应当依照规定的期限履行。一方当事人逾期不履行的，另一方当事人可以申请人民法院强制执行。
32,,,,,,仲裁庭处理劳动争议，应当自组成仲裁庭之日起六十日内结束。案情复杂需要延期的，经报仲裁委员会批准，可以适当延期，但是延长的期限不得超过三十日。
33,,,,,,仲裁委员会在处理劳动争议时，有权向有关单位查阅与案件有关的档案、资料和其他证明材料，并有权向知情人调查，有关单位和个人不得拒绝。仲裁委员会之间可以委托调查。仲裁委员会及其工作人员对调查劳动争议案件中涉及的秘密和个人隐私应当保密。
34,,,,,,劳动争议当事人申请仲裁，应当按照国家有关规定交纳仲裁费。仲裁费包括案件受理费和处理费。收费的标准和办法由国务院劳动行政主管部门会同国务院财政行政主管部门和国务院物价行政主管部门规定。
35,,,,,,仲裁委员会组成人员或者仲裁员有下列情形之一的，应当回避，当事人有权以口头或者书面方式申请其回避：（一）是劳动争议当事人或者当事人近亲属的；（二）与劳动争议有利害关系的；（三）与劳动争议当事人有其他关系，可能影响公正仲裁的。
36,,,,,,仲裁委员会对回避申请应当及时做出决定，并以口头或者书面方式通知当事人。
37,罚则,,,,,当事人及有关人员在劳动争议处理过程中有下列行为之一的，仲裁委员会可以予以批评教育、责令改正；情节严重的，依照《中华人民共和国治安管理处罚法》有关规定处罚；构成犯罪的，依法追究刑事责任：（一）干扰调解和仲裁活动、阻碍仲裁工作人员执行公务的；（二）提供虚假情况的；（三）拒绝提供有关文件、资料和其他证明材料的；（四）对仲裁工作人员、仲裁参加人、证人、协助执行人，进行打击报复的。
38,,,,,,处理劳动争议的仲裁工作人员在仲裁活动中，徇私舞弊、收受贿赂、滥用职权、泄露秘密和个人隐私的，由所在单位或者上级机关给予行政处分，是仲裁员的，仲裁委员会应当予以解聘；构成犯罪的，依法追究刑事责任。
39,附则,,,,,国家机关、事业单位、社会团体与本单位工人之间，个体工商户与帮工、学徒之间，发生的劳动争议，参照本条例执行。
40,,,,,,仲裁委员会组织规则、办案规则由国务院劳动行政主管部门会同其他有关部门制定。
41,,,,,,省、自治区、直辖市人民政府可以根据本条例制定实施办法。
42,,,,,,本条例由国务院劳动行政主管部门负责解释。
43,,,,,,本条例自一九九三年八月一日起施行。一九八七年七月三十一日国务院发布的《国营企业劳动争议处理暂行规定》同时废止。
